district,election_year,total_pop,male_pop_percent,female_pop_percent,under_5_percent,5_to_9_percent,10_to_14_percent,15_to_19_percent,20_to_24_percent,25_to_34_percent,35_to_44_percent,45_to_54_percent,55_to_59_percent,60_to_64_percent,65_to_74_percent,75_to_84_percent,over_85_percent,median_age,18_and_over_percent,21_and_over_percent,62_and_over_percent,65_and_over_percent,18_and_over_male_percent,18_and_over_female_percent,65_and_over_male_percent,65_and_over_female_percent,white_pop_percent,black_pop_percent,american_indian_alaska_native_pop_percent,asian_pop_percent,native_hawaiian_pacific_islander_pop_percent,other_race_pop_percent,hispanic_pop_percent,total_housing_units
TX34,2018,727595,49.9,50.1,8.2,7.6,8.9,8.4,7.8,12.3,12.8,11.0,4.8,5.1,7.4,4.3,1.3,32.0,70.2,64.9,15.9,13.1,49.2,50.8,44.3,55.7,13.0,1.0,0.1,0.6,0.0,0.0,85.0,261398
TX35,2018,830041,50.5,49.5,7.0,7.0,7.4,7.4,8.0,17.4,14.5,11.6,5.6,4.2,6.2,2.7,0.9,32.5,74.2,69.4,12.2,9.8,50.2,49.8,45.7,54.3,26.2,9.7,0.1,1.8,0.0,0.3,60.1,307335
TX36,2018,742474,49.8,50.2,6.5,6.6,6.8,6.9,5.9,13.8,12.6,13.5,7.0,6.1,9.1,4.0,1.3,37.8,75.9,72.0,18.0,14.3,49.5,50.5,46.3,53.7,62.1,9.3,0.7,1.9,0.0,0.1,24.8,307859
UT01,2018,763612,50.5,49.5,8.1,8.4,9.2,8.1,8.2,13.5,13.7,10.1,5.2,5.0,6.5,3.1,1.0,31.0,69.4,64.5,13.5,10.5,49.7,50.3,46.7,53.3,81.5,1.0,0.9,1.5,0.3,0.1,12.6,279567
UT02,2018,765809,50.4,49.6,7.7,8.1,7.4,7.5,7.3,15.5,13.3,10.4,5.1,4.7,7.7,3.7,1.5,32.7,72.3,68.0,15.6,13.0,50.1,49.9,46.6,53.4,76.3,1.1,0.9,2.5,1.2,0.2,15.7,294071
UT03,2018,767012,50.1,49.9,7.7,8.4,8.5,8.9,11.2,13.3,12.2,10.1,4.7,4.6,6.2,3.0,1.2,28.4,70.2,64.5,12.9,10.3,49.6,50.4,46.6,53.4,83.0,0.4,1.3,2.0,0.6,0.1,10.8,251297
UT04,2018,805400,50.6,49.4,9.1,8.5,8.6,7.0,6.5,16.0,15.4,10.3,4.4,4.7,5.7,2.6,1.2,31.5,68.9,65.6,12.2,9.5,50.2,49.8,45.2,54.8,72.7,2.0,0.8,3.5,1.3,0.4,16.8,259750
VT01,2018,623657,49.4,50.6,4.8,5.1,5.6,6.4,7.6,11.8,11.1,13.3,7.7,7.7,11.4,5.3,2.1,42.6,81.1,76.3,23.1,18.8,48.8,51.2,45.9,54.1,92.8,1.2,0.3,1.8,0.0,0.0,1.9,335248
VA01,2018,805159,49.6,50.4,5.9,6.3,7.4,6.8,6.5,11.6,13.1,14.4,7.1,5.9,9.4,4.0,1.6,39.1,76.2,72.2,18.4,15.0,49.3,50.7,46.3,53.7,66.2,16.2,0.3,3.3,0.0,0.2,10.2,315069
VA02,2018,741514,50.4,49.6,6.1,6.0,5.8,5.9,9.0,15.9,12.1,12.2,6.3,6.4,8.4,4.4,1.6,36.1,78.7,74.6,17.9,14.4,49.9,50.1,43.9,56.1,62.3,19.0,0.2,5.5,0.1,0.3,8.3,312546
VA03,2018,739840,48.0,52.0,6.5,6.1,6.7,6.5,8.2,16.0,12.3,11.9,6.5,5.9,7.9,3.8,1.7,35.0,77.2,72.4,17.1,13.5,47.3,52.7,41.9,58.1,41.3,45.6,0.3,2.3,0.0,0.3,6.5,314074
VA04,2018,771899,48.3,51.7,5.9,5.7,6.2,6.5,7.1,15.4,12.5,13.1,7.0,6.3,9.0,4.1,1.4,37.5,78.8,74.1,18.0,14.5,47.7,52.3,42.8,57.2,48.1,40.7,0.2,1.9,0.0,0.4,5.7,315213
VA05,2018,727064,48.7,51.3,4.9,5.5,5.7,6.6,6.8,11.6,11.1,13.1,7.2,7.5,11.7,5.8,2.4,42.6,80.4,75.5,24.2,19.9,48.0,52.0,44.7,55.3,73.1,18.2,0.3,1.6,0.0,0.2,3.6,352356
VA06,2018,752763,48.5,51.5,5.7,5.8,5.2,7.3,8.5,12.2,11.6,12.3,6.6,6.7,10.3,5.4,2.4,39.5,79.8,74.1,21.7,18.1,47.9,52.1,44.4,55.6,78.9,11.0,0.3,2.0,0.0,0.2,5.5,331817
VA07,2018,790084,48.8,51.2,5.6,6.3,6.9,6.9,5.5,12.7,13.0,14.0,7.3,6.1,9.5,4.2,1.9,39.7,76.8,73.3,19.1,15.6,48.1,51.9,44.4,55.6,65.5,18.3,0.3,5.1,0.0,0.3,7.3,312724
VA08,2018,801609,49.7,50.3,7.0,5.6,5.5,4.6,5.7,19.6,16.7,13.2,5.7,5.0,7.0,3.2,1.2,36.1,79.1,76.8,14.4,11.4,49.4,50.6,45.9,54.1,51.3,14.6,0.1,10.9,0.1,0.1,19.4,339854
VA09,2018,711755,49.6,50.4,4.6,5.1,5.4,6.8,7.9,11.1,11.4,13.6,6.8,7.4,11.6,6.2,2.2,42.9,81.6,75.8,24.6,20.0,49.5,50.5,44.0,56.0,89.2,5.1,0.2,1.4,0.0,0.1,2.3,347405
VA10,2018,850118,49.9,50.1,6.4,7.4,7.9,7.3,5.1,11.4,14.7,15.7,7.0,5.4,7.2,3.2,1.3,38.0,73.4,69.9,14.6,11.6,49.5,50.5,47.1,52.9,58.7,7.1,0.2,15.7,0.0,0.1,14.3,289283
VA11,2018,778215,49.2,50.8,6.2,6.6,6.7,6.5,6.7,13.8,14.6,14.3,6.5,5.8,7.6,3.3,1.4,37.4,76.4,72.6,15.5,12.2,48.5,51.5,44.0,56.0,47.2,12.6,0.3,18.3,0.0,0.3,17.4,282576
WA01,2018,744868,49.9,50.1,6.7,6.4,6.6,5.9,4.2,14.9,14.8,13.5,6.8,6.3,8.9,3.7,1.4,38.3,76.4,73.6,17.8,14.0,49.7,50.3,45.5,54.5,72.4,1.3,1.1,11.5,0.2,0.2,8.8,298206
WA02,2018,745184,49.9,50.1,5.6,5.7,5.8,5.8,8.0,14.1,13.0,12.8,6.5,6.9,9.5,4.3,1.9,38.7,79.5,75.4,19.8,15.7,49.5,50.5,45.0,55.0,70.8,3.0,0.9,8.3,0.5,0.2,11.2,319206
WA03,2018,731931,49.5,50.5,5.7,6.7,6.7,6.2,5.5,12.3,12.8,13.3,7.0,6.8,10.5,4.5,2.0,39.9,76.8,73.7,21.1,17.0,49.2,50.8,46.0,54.0,80.1,1.4,0.6,3.6,0.5,0.2,9.7,302015
WA04,2018,724053,50.5,49.5,7.7,8.1,8.2,7.1,6.6,13.6,12.4,11.3,5.9,5.4,8.3,4.1,1.4,34.1,71.3,67.2,16.9,13.8,50.4,49.6,47.2,52.8,53.5,0.9,2.3,1.7,0.1,0.1,39.2,271628
WA05,2018,716859,49.7,50.3,5.7,5.6,6.4,7.3,8.0,13.5,11.6,11.9,6.8,6.6,10.1,4.6,1.9,37.9,78.6,72.9,20.5,16.6,49.4,50.6,45.8,54.2,83.3,1.3,1.4,2.3,0.5,0.1,6.8,314320
WA06,2018,713112,50.3,49.7,5.5,5.8,5.4,5.3,6.2,13.3,12.0,12.3,6.7,7.6,12.3,5.6,2.0,41.5,80.1,76.8,24.6,19.8,50.1,49.9,46.0,54.0,76.6,3.3,1.8,4.4,0.5,0.2,7.7,327465
WA07,2018,768408,49.4,50.6,5.1,4.7,3.8,4.8,7.3,20.9,14.4,13.0,5.9,6.0,8.7,3.5,2.1,36.9,84.0,80.7,18.1,14.2,49.4,50.6,45.3,54.7,69.1,4.1,0.3,12.6,0.3,0.2,7.7,374924
WA08,2018,757166,50.5,49.5,6.8,7.3,6.7,6.8,5.9,12.4,14.1,13.8,7.2,6.3,7.7,3.6,1.4,37.6,74.9,70.9,16.1,12.7,50.1,49.9,46.5,53.5,69.4,2.4,0.7,9.6,0.8,0.3,12.1,297606
WA09,2018,765319,50.5,49.5,5.9,6.0,5.8,5.3,6.3,18.0,14.2,13.8,6.2,5.6,7.7,3.5,1.8,36.9,79.0,75.8,16.4,13.0,50.5,49.5,43.6,56.4,45.7,11.1,0.3,22.9,1.2,0.6,12.4,304438
WA10,2018,738843,49.2,50.8,6.7,6.6,6.4,5.9,6.9,15.9,12.6,12.1,6.3,6.1,9.0,3.9,1.6,36.1,76.7,72.9,18.0,14.4,48.5,51.5,43.9,56.1,66.0,6.1,0.9,6.4,1.7,0.1,11.7,293455
WV01,2018,611376,49.8,50.2,5.2,5.3,5.8,6.7,7.4,11.9,12.0,12.7,6.6,7.4,11.0,5.7,2.1,41.2,80.5,75.4,23.1,18.9,49.5,50.5,44.9,55.1,93.2,2.7,0.2,0.9,0.0,0.3,1.1,290632
WV02,2018,621635,49.0,51.0,5.5,6.2,6.0,6.3,5.3,11.4,12.1,13.9,7.1,7.3,11.0,5.8,2.0,42.5,78.5,74.7,23.0,18.8,48.7,51.3,45.4,54.6,90.1,4.8,0.1,1.0,0.0,0.6,1.8,300803
WV03,2018,582846,49.4,50.6,5.5,5.7,5.9,5.9,5.7,11.1,12.3,12.7,6.9,7.9,12.3,5.8,2.2,43.2,79.4,75.9,24.8,20.3,48.5,51.5,45.1,54.9,92.7,4.3,0.1,0.4,0.0,0.3,0.8,300805
WI01,2018,715529,49.7,50.3,5.6,6.0,7.0,6.6,5.9,11.9,12.2,14.2,8.0,6.9,9.4,4.4,1.9,40.6,77.2,73.5,19.8,15.8,49.2,50.8,45.4,54.6,80.1,5.5,0.2,1.5,0.1,0.4,10.2,307665
WI02,2018,761806,49.7,50.3,6.0,6.1,6.0,6.5,9.2,14.1,13.0,12.4,6.4,6.1,8.7,4.1,1.6,36.4,78.4,73.5,17.9,14.4,49.5,50.5,45.1,54.9,81.3,4.4,0.4,4.6,0.0,0.2,6.7,332770
WI03,2018,720944,50.3,49.7,5.4,5.5,6.3,7.5,9.2,11.7,11.0,12.2,7.4,6.5,9.9,4.9,2.4,38.7,79.2,73.1,21.2,17.3,49.9,50.1,46.1,53.9,91.7,1.2,0.5,2.0,0.3,0.1,2.7,327832
WI04,2018,708971,47.9,52.1,7.3,6.9,6.8,7.1,8.1,16.2,12.4,11.7,6.1,5.4,7.1,3.1,1.8,33.2,75.1,70.3,15.1,12.0,47.3,52.7,41.5,58.5,41.8,33.2,0.4,4.2,0.0,0.3,17.5,312687
WI05,2018,730386,49.5,50.5,5.2,5.9,6.0,6.4,5.6,12.5,12.3,13.8,7.7,6.8,9.9,5.3,2.6,41.6,79.1,75.5,21.7,17.8,48.8,51.2,43.7,56.3,86.7,2.4,0.2,3.0,0.1,0.0,5.8,312082
WI06,2018,715060,50.4,49.6,5.4,5.5,6.5,6.3,6.5,11.5,11.7,13.7,7.9,7.1,10.3,5.3,2.6,42.1,78.9,75.2,22.5,18.1,50.3,49.7,45.6,54.4,89.1,1.7,0.3,2.5,0.0,0.1,4.6,328104
WI07,2018,710385,50.1,49.9,5.4,5.8,6.6,5.8,5.1,10.4,11.4,13.4,8.0,8.1,11.6,6.0,2.4,44.4,78.3,75.4,24.9,20.0,49.9,50.1,47.4,52.6,91.5,0.7,1.9,1.7,0.0,0.1,2.3,423092
WI08,2018,732402,49.8,50.2,5.9,6.3,6.5,6.3,5.9,11.9,12.4,13.7,7.9,6.5,9.6,4.9,2.1,40.5,77.2,74.0,20.4,16.6,49.6,50.4,45.8,54.2,86.7,1.5,2.2,2.3,0.0,0.1,5.4,351071
WY01,2018,579315,51.1,48.9,6.5,7.0,6.6,6.7,6.3,13.8,12.2,11.2,7.6,6.5,9.5,4.3,1.8,37.5,76.2,72.0,19.4,15.6,50.8,49.2,48.0,52.0,84.0,0.9,2.1,0.8,0.0,0.0,10.0,276733
