state_district,election,name,party,incumbent_challenger_open,receipts,from_individuals,from_committees,from_candidate,disbursements,cash_on_hand,debts
CA32,2018,LUTZ MARY ANN,Democratic Party,Challenger,53651.33,53427.21,224.12,0.0,33781.17,120644.68,75000.0
CA32,2018,QUINTERO ANDRE,Democratic Party,Challenger,152203.34,149355.34,2848.0,0.0,52729.85,99473.49,0.0
CA33,2018,LIEU TED,Democratic Party,Incumbent,1452393.83,1099207.63,342300.0,0.0,768964.09,1731898.24,0.0
CA33,2018,WRIGHT KENNETH,Republican Party,Challenger,107351.84,61302.84,199.0,0.0,22739.89,90457.11,53750.0
CA34,2018,AHN ROBERT LEE,Democratic Party,Open,1670407.62,1169307.62,2700.0,498400.0,1667341.57,3066.05,536998.24
CA34,2018,CABILDO MARIA,Democratic Party,Open,220294.46,214998.46,5000.0,0.0,215215.17,5079.29,0.0
CA34,2018,CARMONA ARTURO,Democratic Party,Open,155331.16,142631.16,9700.0,3000.0,244941.43,1285.31,45864.36
CA34,2018,EDWARDS ADRIENNE,Democratic Party,Open,0.0,0.0,0.0,0.0,500.0,18.2,4665.0
CA34,2018,HERNANDEZ SARA,Democratic Party,Open,336812.47,321725.31,2700.0,6887.16,532200.38,-1173.54,26586.61
CA34,2018,MAC STEVEN,Democratic Party,Open,31150.81,31150.8,0.0,0.0,32887.28,0.0,0.0
CA34,2018,MEZA RAYMOND ANTHONY JR.,Democratic Party,Open,37504.16,37504.16,0.0,0.0,61171.38,4452.78,0.0
CA34,2018,PADILLA MARK EDWARD,Other,Open,29182.1,29182.1,0.0,0.0,29182.1,0.0,0.0
CA34,2018,PEREZ JOHN A,Democratic Party,Open,6740.0,0.0,2700.0,4040.0,6740.0,0.0,0.0
CA34,2018,BECERRA XAVIER*,Democratic Party,Incumbent,39414.29,226.28,0.0,0.0,117661.48,1409905.69,0.0
CA34,2018,GOMEZ JIMMY,Democratic Party,Incumbent,1358082.78,682214.29,663376.15,5000.0,1309050.77,341486.99,63444.54
CA34,2018,CAMPOVERDI ALEJANDRA,Democratic Party,Challenger,251407.76,240804.24,4000.0,0.0,353778.29,0.0,0.0
CA34,2018,CARRILLO DONO WENDY MARIA,Democratic Party,Challenger,151762.68,145548.88,2620.0,0.0,200570.46,0.0,0.0
CA34,2018,DE LA FUENTE RICARDO,Democratic Party,Challenger,176031.56,20361.0,0.0,155670.56,176023.33,8.23,186176.59
CA34,2018,FLORES YOLIE,Democratic Party,Challenger,168602.88,164347.5,1000.0,0.0,241580.87,0.0,0.0
CA34,2018,MCARDLE ANGELA E.,Other,Challenger,6713.0,6613.0,0.0,100.0,2327.0,0.0,0.0
CA34,2018,MEJIA KENNETH,Other,Challenger,95322.15,95322.15,0.0,0.0,66308.12,29005.03,21073.02
CA34,2018,MENDOZA SANDRA,Democratic Party,Challenger,17652.4,8525.0,0.0,0.0,17647.02,5.38,9895.5
CA34,2018,VAN HOUTEN TRACY,Democratic Party,Challenger,122626.12,105624.19,0.0,17001.93,122626.12,0.0,0.0
CA35,2018,TORRES NORMA,Democratic Party,Incumbent,508317.36,208674.46,299405.56,0.0,466276.65,261664.7,2388.73
CA35,2018,BACA JOE,Democratic Party,Challenger,35133.06,22833.06,11200.0,1000.0,25956.73,9656.59,8015.79
CA35,2018,VALIENTE CHRISTIAN,Republican Party,Challenger,1259.0,490.0,0.0,769.0,1888.87,-846.27,869.0
CA36,2018,RUIZ RAUL DR,Democratic Party,Incumbent,2595292.84,1546747.11,1019875.0,0.0,1142216.69,2443392.55,0.0
CA36,2018,BALL DAN,Republican Party,Challenger,19259.0,19259.0,0.0,0.0,17307.1,1951.9,3792.44
CA36,2018,BENTLEY ROBERT,Republican Party,Challenger,110.0,0.0,0.0,110.0,50.0,60.0,0.0
CA36,2018,HASSETT DOUGLAS,Republican Party,Challenger,12884.37,11297.0,0.0,1490.0,11137.05,1747.32,1240.0
CA36,2018,PELZER KIMBERLIN BROWN,Republican Party,Challenger,474386.0,454886.0,19500.0,0.0,334965.97,142395.03,9280.0
CA36,2018,WOLKOWICZ STEPHAN,Republican Party,Challenger,15038.32,205.0,0.0,14720.32,15038.32,0.0,0.0
CA37,2018,BASS KAREN,Democratic Party,Incumbent,594029.25,365004.32,228550.0,0.0,592699.57,246730.57,0.0
CA37,2018,BASSILIAN RON,Republican Party,Challenger,3993.34,2493.34,0.0,1500.0,3176.85,816.49,1500.0
CA38,2018,SANCHEZ LINDA,Democratic Party,Incumbent,1390209.67,328563.05,1039230.05,600.0,1130059.78,678746.52,0.0
CA39,2018,CHEN JAY,Democratic Party,Open,385047.55,186141.55,8483.0,190423.0,119034.75,266012.8,190400.0
CA39,2018,CISNEROS GILBERT,Democratic Party,Open,5512129.68,785813.2,34150.0,4552761.86,4751703.09,760426.59,250000.0
CA39,2018,COX STEPHAN,Other,Open,5615.65,4577.0,0.0,940.0,5344.83,224.82,840.0
CA39,2018,CULLUM JOHN J,Republican Party,Open,109429.67,7850.0,0.0,100000.0,107800.67,1629.0,101000.0
CA39,2018,HUFF BOB,Republican Party,Open,572641.17,468441.67,4199.5,100000.0,566138.99,6502.18,122392.62
CA39,2018,JAMMAL SAMIR,Democratic Party,Open,574934.47,561358.86,7200.0,5412.86,555870.87,19063.6,0.0
CA39,2018,JANOWICZ PHIL ANDREW DR.,Democratic Party,Open,391040.23,178255.55,5100.0,207287.08,387292.96,3747.27,180612.88
CA39,2018,KIM YOUNG,Republican Party,Open,1283994.39,1129931.92,153999.0,0.0,979167.72,304826.67,39750.0
CA39,2018,LEE HERBERT,Democratic Party,Open,1056742.54,1.0,0.0,1056741.54,1056641.51,101.03,1056741.54
CA39,2018,LEGGETT SUZI,Democratic Party,Open,43295.81,43295.81,0.0,0.0,43295.81,0.0,0.0
CA39,2018,LIBERATORE PHIL,Republican Party,Open,250772.0,152372.0,0.0,97600.0,225127.3,25644.7,97600.0
CA39,2018,NELSON SHAWN,Republican Party,Open,692567.84,675819.84,16748.0,0.0,683866.65,8701.19,16144.89
CA39,2018,RUSK TED,Democratic Party,Open,2738.0,1580.0,0.0,1158.0,2738.0,0.0,0.0
CA39,2018,SAREGA ANDREW,Republican Party,Open,35835.0,835.0,0.0,35000.0,35835.0,0.0,35000.0
CA39,2018,THORBURN ANDY,Democratic Party,Open,3133156.87,272252.92,0.0,2860900.0,3097390.49,35766.38,860900.0
CA39,2018,TRAN MAI-KHANH,Democratic Party,Open,1546421.31,719035.41,27600.0,780000.0,1387427.7,158993.61,780721.63
CA39,2018,VARGAS STEVEN,Republican Party,Open,56144.0,12565.0,0.0,32000.0,41207.35,-731.4,0.0
CA39,2018,ROYCE ED MR.*,Republican Party,Incumbent,2180483.28,1256985.74,643150.0,0.0,2277823.82,2710560.26,0.0
CA40,2018,ROYBAL-ALLARD LUCILLE,Democratic Party,Incumbent,402710.7,161002.7,241600.0,0.0,394656.3,80679.2,0.0
CA40,2018,CORTES BARRAGAN RODOLFO,Other,Challenger,5780.0,5320.0,0.0,460.0,4657.39,1368.61,0.0
CA41,2018,TAKANO MARK,Democratic Party,Incumbent,811777.78,572043.82,228600.0,0.0,678294.57,249695.97,0.0
CA41,2018,SHEPHERD DOUG,Republican Party,Challenger,141672.4,2199.85,0.0,139328.55,141753.35,0.0,37005.22
CA41,2018,SMITH AJA,Republican Party,Challenger,25560.88,24560.88,0.0,1000.0,17749.99,7810.89,0.0
CA42,2018,CALVERT KENNETH S,Republican Party,Incumbent,1241471.02,687905.43,548273.9,0.0,984601.26,839219.49,2370.5
CA42,2018,PEACOCK JULIA,Democratic Party,Challenger,94640.0,93525.46,1059.54,0.0,82870.29,11769.71,830.98
CA42,2018,QUINTERO NORMAN,Democratic Party,Challenger,136211.3,11954.57,0.0,124256.73,135784.63,426.67,124006.73
CA42,2018,WOODY MATT,Other,Challenger,46461.0,7461.0,0.0,39000.0,44346.28,2114.72,39116.26
CA43,2018,WATERS MAXINE,Democratic Party,Incumbent,1099216.66,438618.26,408850.7,0.0,569529.66,711517.5,232356.63
CA43,2018,CAMPER CANDANCE MS,Republican Party,Challenger,2498.45,2498.45,0.0,0.0,2498.45,0.0,0.0
CA43,2018,DEMARTINI FRANK,Republican Party,Challenger,39192.04,34902.79,0.0,4289.25,38881.39,310.65,2788.32
CA43,2018,DUTERTE EDWIN,Republican Party,Challenger,16935.0,16935.0,0.0,0.0,15042.99,1892.01,871.77
CA43,2018,NAVARRO OMAR,Republican Party,Challenger,351780.31,342626.53,2700.0,2984.25,293196.19,58586.56,0.0
CA44,2018,BARRAGAN NANETTE,Democratic Party,Incumbent,1311276.46,853913.61,455033.25,0.0,646304.99,678537.12,0.0
CA44,2018,BROWN AJA,Democratic Party,Challenger,18600.0,17600.0,1000.0,0.0,17818.52,781.48,0.0
CA44,2018,DASH STACEY,Republican Party,Challenger,44730.13,42234.13,2000.0,0.0,44730.13,0.0,0.0
CA44,2018,HALL ISADORE III,Democratic Party,Challenger,1503.0,0.0,1500.0,0.0,7949.04,427.49,502635.25
CA45,2018,WALTERS MIMI,Republican Party,Incumbent,2934611.03,632440.32,1226037.9,0.0,1803270.3,1524410.71,0.0
CA45,2018,FORDE BRIAN,Democratic Party,Challenger,1691631.66,1673116.59,12500.0,5400.0,1388989.35,302642.31,0.0
CA45,2018,GRAHAM JOHN,Other,Challenger,41542.68,14500.0,0.0,27042.68,36310.06,5232.62,16242.68
CA45,2018,HAMADANCHY KIA,Democratic Party,Challenger,654822.81,643822.81,11000.0,0.0,648484.82,6337.99,3662.2
CA45,2018,MIN DAVID,Democratic Party,Challenger,1235887.44,1172259.32,56050.0,5400.0,1228566.16,7321.28,0.0
CA45,2018,PORTER KATHERINE,Democratic Party,Challenger,2083717.55,1866741.32,154782.58,257.65,1302886.57,780830.98,5197.56
CA45,2018,RYWALSKI ERIC,Democratic Party,Challenger,25113.88,25113.88,0.0,0.0,25366.3,0.0,0.0
CA45,2018,VARASTEH RON,Democratic Party,Challenger,252497.83,2497.83,0.0,250000.0,251798.64,3613.72,100000.0
CA46,2018,CORREA JOSE,Democratic Party,Incumbent,866384.87,308553.15,555408.25,0.0,351752.46,548326.82,1.25
CA46,2018,LAMBERT RUSSELL RENE,Republican Party,Challenger,140.0,140.0,0.0,0.0,0.0,140.0,0.0
CA47,2018,LOWENTHAL ALAN,Democratic Party,Incumbent,568587.3,219159.34,347177.45,0.0,378014.38,672120.28,986.38
CA47,2018,BRISCOE JOHN,Republican Party,Challenger,23775.0,275.0,0.0,23500.0,11784.95,11990.05,28708.0
CA47,2018,CLIFFORD DAVID,Republican Party,Challenger,25369.4,14545.4,0.0,10824.0,20716.3,1704.92,0.0
CA48,2018,ROHRABACHER DANA,Republican Party,Incumbent,1774411.14,1419317.37,145299.07,0.0,1532820.65,479365.69,309529.17
CA48,2018,BAUGH SCOTT,Republican Party,Challenger,651648.61,627599.17,12000.0,10000.0,1198617.71,1459.08,15221.16
CA48,2018,GABBARD JOHN,Republican Party,Challenger,55786.46,55786.46,0.0,0.0,53449.8,2336.66,1000.0
CA48,2018,KEIRSTEAD HANS,Democratic Party,Challenger,2178345.46,979382.28,24700.0,1080400.0,1934802.88,243542.58,925000.0
CA48,2018,KENSINGER KEVIN THOMAS,Other,Challenger,13903.16,10940.0,0.0,2963.16,13903.16,0.0,2501.2
CA48,2018,KOTICK MICHAEL,Democratic Party,Challenger,530690.49,205022.65,0.0,321928.87,488735.97,42152.19,202525.0
CA48,2018,OATMAN LAURA,Democratic Party,Challenger,240950.13,222902.9,0.0,13197.23,228569.37,59.81,0.0
CA48,2018,ONUFREI STELIAN,Republican Party,Challenger,644720.91,16655.31,0.0,535500.0,644720.91,0.0,0.0
CA48,2018,PAYNE RACHEL,Democratic Party,Challenger,302202.2,285190.35,0.0,16810.0,228056.35,78751.36,0.0
CA48,2018,REISER BRANDON,Other,Challenger,11381.0,11331.0,0.0,50.0,11146.76,234.24,0.0
CA48,2018,ROUDA HARLEY E JR,Democratic Party,Challenger,3192959.8,1309809.33,150000.0,1680500.0,2710336.76,482623.04,1244552.0
CA48,2018,SIDDIQUI OMAR A.,Democratic Party,Challenger,951646.28,186826.47,0.0,764819.81,940196.7,11449.58,237480.0
CA48,2018,ZARKADES TONY,Democratic Party,Challenger,2200.0,500.0,0.0,1700.0,2983.0,78.0,1700.0
CA49,2018,APPLEGATE DOUGLAS LOREN,Democratic Party,Open,987392.28,933774.3,37503.0,0.0,1023847.75,27961.3,2900.0
CA49,2018,CHAVEZ ROCKY,Republican Party,Open,269679.46,141777.0,16499.0,100000.0,252817.16,16862.3,100000.0
CA49,2018,CHRISTINA PREJEAN,Democratic Party,Open,37554.46,37554.46,0.0,0.0,37554.46,0.0,0.0
CA49,2018,GASPAR KRISTIN,Republican Party,Open,387253.99,370254.0,16999.99,0.0,331868.24,55385.75,19734.84
CA49,2018,HARKEY DIANE,Republican Party,Open,702056.96,490259.03,105524.0,102000.0,531574.62,170482.34,249660.93
CA49,2018,JACOBS SARA,Democratic Party,Open,2890249.77,738015.25,13500.0,2117987.33,2702697.38,187552.39,0.0
CA49,2018,KERR PAUL,Democratic Party,Open,6308284.33,350561.74,6000.0,5912727.75,6161353.62,146930.71,2000429.42
CA49,2018,LEVIN MIKE,Democratic Party,Open,2615293.27,2492909.55,110503.03,11525.82,1776863.91,849542.53,178140.69
CA49,2018,MARYOTT BRIAN,Republican Party,Open,759870.05,52178.0,0.0,700050.0,750351.93,9518.12,700000.0
CA49,2018,NORDAL CRAIG,Republican Party,Open,11005.14,391.25,0.0,10613.89,10961.86,43.28,10613.89
CA49,2018,SCHMITT MICHAEL D,Republican Party,Open,7960.54,6960.54,1000.0,0.0,6241.13,1719.41,7670.13
CA49,2018,SCHOONOVER JOSHUA,Republican Party,Open,12322.56,7075.0,0.0,5247.56,12322.56,-439.88,0.0
CA49,2018,ISSA DARRELL*,Republican Party,Incumbent,1738028.05,894599.5,451649.0,17000.0,1289025.52,778154.16,0.0
CA50,2018,HUNTER DUNCAN D,Republican Party,Incumbent,854787.0,418481.57,393321.33,0.0,1222369.96,352477.38,0.0
CA50,2018,BEAUREGARD PIERRE VOTEAU,Democratic Party,Challenger,38245.93,13045.93,0.0,25200.0,38243.51,0.0,26802.67
CA50,2018,BUTNER JOSH,Democratic Party,Challenger,758714.59,576238.72,60700.0,15820.82,755960.59,2754.0,0.0
CA50,2018,CAMPA-NAJJAR AMMAR,Democratic Party,Challenger,1088270.36,1034670.36,48600.0,0.0,808477.66,279792.7,25018.76
CA50,2018,CHADWICK GLORIA,Democratic Party,Challenger,32687.63,21187.63,0.0,0.0,32687.63,0.0,0.0
CA50,2018,MALLOY JEFFREY,Democratic Party,Challenger,1089.0,1089.0,0.0,0.0,4501.19,381.61,10236.33
CA50,2018,SAYED SHAMUS,Republican Party,Challenger,257329.0,107329.0,0.0,150000.0,258018.7,0.0,147166.93
CA50,2018,WELLS WILLIAM,Republican Party,Challenger,57145.75,57145.75,0.0,0.0,49413.94,7731.81,0.0
CA51,2018,VARGAS JUAN CARLOS,Democratic Party,Incumbent,677927.6,166484.96,500900.0,0.0,614047.67,143593.63,29.44
CA51,2018,HIDALGO JUAN,Republican Party,Challenger,31169.85,25419.85,1250.0,0.0,29241.57,1928.28,2472.11
CA51,2018,MERCADO JUAN,Other,Challenger,20004.62,1004.62,0.0,19000.0,19760.59,1000.0,0.0
CA51,2018,RENISON JOHN,Republican Party,Challenger,51668.98,5745.0,0.0,45923.98,51668.98,0.0,0.0
CA52,2018,PETERS SCOTT,Democratic Party,Incumbent,2305520.63,1003669.11,1205026.0,51394.51,795159.45,2583668.79,250998.68
CA52,2018,ALLMAN MICHAEL,Republican Party,Challenger,415109.45,113032.0,2000.0,300077.45,339829.07,75280.38,321093.58
CA52,2018,CASARA DANIEL,Republican Party,Challenger,30802.77,23302.77,1000.0,6500.0,30802.77,0.0,5738.41
CA52,2018,CULLEN JEFFREY,Republican Party,Challenger,24050.0,0.0,0.0,24050.0,24087.0,63.0,0.0
CA52,2018,HORST JOHN H,Republican Party,Challenger,28704.98,14194.78,0.0,14366.96,27803.47,-751.55,14065.56
CA52,2018,QUDRAT OMAR,Republican Party,Challenger,282411.27,204911.27,7500.0,70000.0,263739.79,18671.48,70000.0
CA52,2018,VELTMEYER JAMES,Republican Party,Challenger,247922.35,92423.58,0.0,155330.05,246348.67,1573.68,93092.5
CA53,2018,DAVIS SUSAN A,Democratic Party,Incumbent,305004.53,73495.12,230850.0,0.0,312193.53,248795.17,0.0
CA53,2018,KANE GINO,Republican Party,Challenger,2600.0,2600.0,0.0,0.0,2600.0,0.0,0.0
CA53,2018,MENDOZA MATTHEW JAMES,Republican Party,Challenger,5840.0,0.0,0.0,5700.0,280.0,5559.0,0.0
CA53,2018,MURTAUGH MORGAN,Republican Party,Challenger,32714.84,32714.84,0.0,0.0,29464.44,3250.4,0.0
CO01,2018,DEGETTE DIANA L.,Democratic Party,Incumbent,1021476.12,516992.63,504400.0,0.0,789702.97,331817.7,0.0
CO01,2018,FIELD JOHN,Republican Party,Challenger,100.0,0.0,0.0,100.0,0.0,100.0,0.0
CO01,2018,RAO SAIRA,Democratic Party,Challenger,565635.98,380635.98,0.0,0.0,510273.04,55534.11,185000.0
CO01,2018,STOCKHAM CHARLES (CASPER) WESLEY,Republican Party,Challenger,13729.04,13552.28,176.76,0.0,12080.92,1648.12,0.0
CO02,2018,BARRIS ROGER,Other,Open,0.0,0.0,0.0,0.0,6646.26,-6646.26,0.0
CO02,2018,LARSEN KRISTOPHER WILLIAM DR.,Democratic Party,Open,15136.0,11196.0,0.0,3940.0,5728.0,9407.0,0.0
CO02,2018,MITCHEM TODD,Other,Open,11420.0,11420.0,0.0,0.0,11420.0,0.0,0.0
CO02,2018,NEGUSE JOSEPH,Democratic Party,Open,852007.69,598230.04,198000.0,920.12,759933.37,92074.32,0.0
CO02,2018,WILLIAMS MARK JOAQUIN MR.,Democratic Party,Open,92729.09,86957.81,0.0,0.0,84573.76,8155.33,0.0
CO02,2018,YU PETER,Republican Party,Open,12271.0,12271.0,0.0,0.0,4785.11,7485.89,0.0
CO02,2018,POLIS JARED*,Democratic Party,Incumbent,243221.28,175874.34,0.0,51433.14,246482.06,64661.99,0.0
CO03,2018,TIPTON SCOTT R. MR.,Republican Party,Incumbent,988073.54,494075.71,491644.65,0.0,317184.25,775037.38,0.0
CO03,2018,HANLON KARL J,Democratic Party,Challenger,300897.2,236743.52,150.0,64003.68,274170.77,26726.43,56174.07
CO03,2018,KENNEDY CHRISTOPHER,Democratic Party,Challenger,2494.0,2244.0,0.0,250.0,2494.0,0.0,0.0
CO03,2018,MALARSIE MARY,Other,Challenger,10281.52,0.0,0.0,10281.52,86.78,10194.74,0.0
CO03,2018,MITSCH BUSH DIANE MS.,Democratic Party,Challenger,642977.68,603650.62,21200.0,18078.15,446998.6,195979.08,0.0
CO03,2018,ROUTLEDGE ROOT,Democratic Party,Challenger,3238.05,1214.35,0.0,2023.7,2659.38,578.67,1618.36
CO04,2018,BUCK KENNETH R,Republican Party,Incumbent,434693.6,235098.4,198750.0,0.0,344913.76,490766.61,0.0
CO04,2018,GERMANSON LARRY RAYMOND,Democratic Party,Challenger,2335.0,1335.0,0.0,1000.0,2036.0,339.0,0.0
CO04,2018,GUNNING JAMES D,Republican Party,Challenger,72011.79,46995.34,0.0,25000.0,72011.79,0.0,0.0
CO04,2018,KOHNE STEVEN CHASE DR.,Democratic Party,Challenger,131574.06,70443.04,5500.0,55591.7,127586.65,4311.47,42000.0
CO04,2018,MCCORMICK KAREN A DVM,Democratic Party,Challenger,326617.73,296382.75,8837.33,21022.65,203314.89,123302.84,13280.0
CO04,2018,SISTEK LEONARD ALBERT MR. JR.,Democratic Party,Challenger,12370.08,270.0,0.0,12100.0,8295.38,4074.7,50.0
CO05,2018,LAMBORN DOUGLAS,Republican Party,Incumbent,568526.17,193026.17,375500.0,0.0,686615.17,199230.23,0.0
CO05,2018,FIELD BETTY ANN,Democratic Party,Challenger,15387.0,8870.0,351.0,311.0,8578.0,6618.0,0.0
CO05,2018,GLENN DARRYL,Republican Party,Challenger,355670.27,96672.49,1500.0,22418.55,331357.3,24312.97,0.0
CO05,2018,HILL OWEN,Republican Party,Challenger,533760.16,472413.85,19000.0,41493.13,506039.24,27720.92,0.0
CO05,2018,MURPHY MARCUS ALLEN DR.,Democratic Party,Challenger,9620.0,0.0,0.0,9620.0,4607.0,5013.0,0.0
CO05,2018,RHEA BILL,Republican Party,Challenger,107146.9,14795.0,0.0,92351.9,93319.89,10865.75,29820.0
CO05,2018,SPAULDING STEPHANY ROSE,Democratic Party,Challenger,188007.54,167814.03,9301.78,10891.73,108942.18,79065.36,0.0
CO05,2018,STEVENS TYLER SAGE CORDINGLEY MR.,Republican Party,Challenger,35695.64,13763.57,0.0,21932.07,26580.71,9114.93,28151.18
CO06,2018,COFFMAN MIKE REP.,Republican Party,Incumbent,2375025.54,1363426.08,927600.0,0.0,779561.15,1612076.98,0.0
CO06,2018,AARESTAD DAVID,Democratic Party,Challenger,142380.18,111668.9,0.0,30610.37,141352.83,1027.35,27315.55
CO06,2018,CROW JASON,Democratic Party,Challenger,2264940.25,1580297.24,193204.9,6000.0,969481.53,1295458.72,6000.0
CO06,2018,DIFFENDAL JENNIFER,Democratic Party,Challenger,4774.0,66.0,0.0,4706.0,4774.0,0.0,0.0
CO06,2018,EDWARDS ROGER,Republican Party,Challenger,20067.88,4797.88,200.0,15000.0,18403.99,1663.89,12936.08
CO06,2018,TILLEMANN LEVI,Democratic Party,Challenger,331401.75,326018.67,4000.0,325.0,309136.44,22265.31,0.0
CO07,2018,PERLMUTTER EDWIN G,Democratic Party,Incumbent,1369332.97,489070.27,870990.0,0.0,743838.33,976719.36,0.0
CO07,2018,BAER DAN,Democratic Party,Challenger,370997.0,370997.0,0.0,0.0,120086.44,250910.56,0.0
CO07,2018,BARRINGTON MARK,Republican Party,Challenger,35001.02,34801.02,200.0,0.0,25137.5,9863.52,0.0
CO07,2018,KERR ANDREW STEVEN,Democratic Party,Challenger,124888.98,123107.98,0.0,0.0,124888.98,0.0,0.0
CO07,2018,MORENO DOMINICK,Democratic Party,Challenger,95686.33,93686.33,2000.0,0.0,79600.03,16086.3,0.0
CO07,2018,PETTERSEN BRITTANY LOUISE MS.,Democratic Party,Challenger,207825.84,199220.84,8000.0,0.0,152316.34,-20.0,0.0
CT01,2018,LARSON JOHN B,Democratic Party,Incumbent,1239729.98,380278.03,845472.07,0.0,1118460.46,554926.53,11992.27
CT02,2018,COURTNEY JOSEPH D,Democratic Party,Incumbent,839714.01,377546.72,445525.0,0.0,405708.68,1056927.81,0.0
CT03,2018,DELAURO ROSA L,Democratic Party,Incumbent,935675.16,504355.16,430420.0,0.0,784387.8,166503.42,0.0
CT03,2018,ANDERSON BRYAN NEIL,Democratic Party,Challenger,19550.26,14550.26,5000.0,0.0,19549.87,0.0,0.0
CT04,2018,HIMES JIM,Democratic Party,Incumbent,1575808.76,732944.17,745627.91,0.0,714535.78,2929436.91,0.0
CT04,2018,ARORA HARRY,Republican Party,Challenger,720842.37,220842.37,0.0,500000.0,98656.53,622185.84,500000.0
CT05,2018,DIANGELO CRAIG,Republican Party,Open,13028.72,7538.72,0.0,5490.0,13254.8,109.3,0.0
CT05,2018,DUPONT RICHARD,Republican Party,Open,79715.25,34715.25,0.0,45000.0,23286.13,56429.12,45000.0
CT05,2018,GLASSMAN MARY,Democratic Party,Open,380174.78,367174.78,10300.0,2700.0,109945.19,270229.59,27385.43
CT05,2018,HAYES JAHANA,Democratic Party,Open,296484.97,263236.25,32236.52,0.0,42342.3,254142.67,0.0
CT05,2018,KULA SHANNON,Democratic Party,Open,135638.39,70188.39,0.0,65450.0,44903.32,90735.07,85163.01
CT05,2018,O'NEILL RUBY DR.,Republican Party,Open,111273.0,29973.0,0.0,81300.0,7826.33,103446.67,81300.0
CT05,2018,PRAVER SHAUL MARSHALL RABBI,Democratic Party,Open,24103.0,24103.0,0.0,0.0,20258.9,4844.1,0.0
CT05,2018,SANCHEZ EMMANUEL,Democratic Party,Open,40151.01,37370.0,0.0,0.0,40151.01,2210.62,2210.62
CT05,2018,SANTOS MANNY,Republican Party,Open,23054.81,21747.0,0.0,1300.0,17969.22,5085.59,1100.0
CT05,2018,ESTY ELIZABETH*,Democratic Party,Incumbent,1508470.65,893417.29,584309.81,0.0,971599.61,1125979.21,0.0
DE01,2018,BLUNT ROCHESTER LISA,Democratic Party,Incumbent,877089.66,243326.77,633075.06,0.0,627095.24,374756.3,310600.0
DE01,2018,IZZO ROSE,Democratic Party,Challenger,18588.0,2700.0,0.0,15888.0,3900.0,15888.0,15888.0
FL01,2018,GAETZ MATT,Republican Party,Incumbent,823427.6,563377.74,259750.0,0.0,427162.54,455206.09,70000.0
FL01,2018,DOSEV CRIS,Republican Party,Challenger,43760.8,43326.0,200.0,0.0,33380.61,16460.54,250000.0
FL01,2018,EHR PHILLIP CHARLES,Democratic Party,Challenger,151223.37,71465.75,0.0,79650.0,138806.41,12416.96,79500.0
FL01,2018,MILLS JOHN,Republican Party,Challenger,22991.69,8140.0,0.0,14851.69,21791.19,1348.63,30882.6
FL01,2018,ZIMMERMAN JENNIFER MIJARES DR.,Democratic Party,Challenger,23303.0,18303.0,0.0,5000.0,20996.03,5504.33,5000.0
FL02,2018,DUNN NEAL PATRICK MD FACS,Republican Party,Incumbent,1062453.96,654309.34,385184.17,0.0,597448.83,477928.08,296850.0
FL02,2018,PETERS BRANDON S.,Democratic Party,Challenger,108330.76,87399.76,0.0,20293.0,88143.58,20187.18,20218.0
FL02,2018,RACKLEFF ROBERT BRUCE,Democratic Party,Challenger,138508.44,80844.18,250.0,57239.26,117344.38,17155.27,3000.0
FL02,2018,THOMAS MARY,Republican Party,Challenger,0.0,0.0,0.0,0.0,18832.62,-13397.54,0.0
FL03,2018,YOHO THEODORE SCOTT,Republican Party,Incumbent,608881.64,417982.0,190000.0,0.0,307583.41,431093.09,0.0
FL03,2018,GOSAI DUSHYANT JETHAGIR DR,Democratic Party,Challenger,19735.0,12735.0,0.0,7000.0,13794.1,5760.9,0.0
FL03,2018,HINSON YVONNE HAYES MS,Democratic Party,Challenger,30017.2,24516.2,0.0,5500.0,31565.33,3838.2,500.0
FL03,2018,SAPP JUDSON,Republican Party,Challenger,231120.0,39050.0,2000.0,190070.0,98107.68,133012.32,2567.41
