,state_district,election,name,party,incumbent_challenger_open,receipts,from_individuals,from_committees,from_candidate,disbursements,cash_on_hand,debts,total_pop,male_pop_percent,female_pop_percent,under_five_percent,five_to_nine_percent,ten_to_fourteen_percent,fifteen_nineteen_percent,twenty_to_twentyfour_percent,twentyfive_to_thirtyfour_percent,thirtyfive_to_fortyfour_percent,fortyfive_to_fiftyfour_percent,fiftyfive_to_fiftynine_percent,sixty_to_sixtyfour_percent,sixtyfive_to_seventyfour_percent,seventyfive_to_eightyfour_percent,over_eightyfive_percent,median_age,eighteen_and_over_percent,twentyone_and_over_percent,sixtytwo_and_over_percent,sixtyfive_and_over_percent,eighteen_and_over_male_percent,eighteen_and_over_female_percent,sixtyfive_and_over_male_percent,sixtyfive_and_over_female_percent,white_pop_percent,black_pop_percent,american_indian_alaska_native_pop_percent,asian_pop_percent,native_hawaiian_pacific_islander_pop_percent,other_race_pop_percent,hispanic_pop_percent,total_housing_units,spent,won,lost,years_in_service
1214,NM01,2014.0,MCENTEE MICHAEL E,Republican Party,Challenger,10896.0,10896.0,0.0,0.0,10896.0,0.0,0.0,694442.0,49.2,50.8,6.2,6.4,6.6,6.4,7.5,14.6,12.0,13.5,6.8,6.2,8.1,3.9,1.8,36.9,77.0,72.9,17.4,13.8,48.7,51.3,44.0,56.0,40.9,2.5,3.3,2.2,0.1,0.2,48.9,295647.0,0,0,1,0.0
1215,CA33,2014.0,MILLER MATTHEW LOUIS,Democratic Party,Open,853640.16,836241.08,12100.0,5200.0,837853.7,15786.46,0.0,717954.0,48.2,51.8,5.3,5.1,5.2,6.2,6.5,13.9,14.0,15.6,6.7,5.5,8.3,5.1,2.7,40.8,81.1,76.6,19.2,16.1,47.9,52.1,45.1,54.9,66.3,2.7,0.2,13.9,0.1,0.4,12.9,328790.0,0,0,1,0.0
1216,MO05,2014.0,BURRIS MICHAEL CRAIG,Republican Party,Challenger,6891.03,6790.0,0.0,101.0,2912.45,3978.58,0.0,758911.0,48.7,51.3,7.0,6.1,6.5,5.7,7.0,15.2,12.3,13.8,6.6,5.8,7.7,4.2,2.0,36.8,76.7,73.3,17.1,14.0,48.1,51.9,42.2,57.8,65.5,21.3,0.3,1.5,0.3,0.3,8.4,355035.0,0,0,1,0.0
1217,FL13,2014.0,ZOLLER NICHOLAS,Republican Party,Open,18469.0,18469.0,0.0,0.0,18467.7,0.0,0.0,699288.0,47.9,52.1,4.6,4.2,5.1,4.8,5.1,11.3,11.2,15.1,7.8,7.2,12.0,8.0,3.4,48.0,83.2,80.3,27.9,23.5,47.3,52.7,43.6,56.4,78.8,5.8,0.2,3.5,0.0,0.2,9.0,386949.0,0,0,1,0.0
1218,CA25,2014.0,THOMAS EVAN CHARLES,Democratic Party,Open,14777.0,8525.0,0.0,6252.0,12921.0,1856.0,500.0,716815.0,49.9,50.1,7.0,7.6,8.2,7.9,6.6,11.9,13.0,15.5,6.5,5.1,6.7,2.6,1.4,35.7,72.4,68.1,13.6,10.7,49.3,50.7,44.5,55.5,44.4,7.6,0.4,7.4,0.1,0.2,36.6,240051.0,0,0,1,0.0
1219,NC03,2014.0,THIGPEN JASON RAY,Democratic Party,Challenger,45136.44,34111.44,0.0,10025.0,38420.12,1623.34,5600.0,749521.0,51.2,48.8,6.1,6.1,5.6,7.0,11.8,13.6,11.6,12.3,6.2,5.4,8.8,4.2,1.4,34.9,78.9,72.3,17.4,14.3,51.4,48.6,45.6,54.4,70.5,17.7,0.3,1.5,0.1,0.2,7.5,370338.0,0,0,1,0.0
1220,LA06,2014.0,DIETZEL  PAUL II,Republican Party,Open,429201.3,411971.12,15325.0,1738.93,317701.59,111499.71,0.0,773429.0,48.7,51.3,6.3,7.0,7.0,6.9,8.3,14.3,12.5,13.4,6.6,5.6,7.1,3.4,1.5,35.1,75.8,70.9,15.2,12.0,48.2,51.8,44.6,55.4,67.9,24.1,0.4,2.0,0.0,0.1,4.0,318363.0,0,0,1,0.0
1221,VA05,2014.0,HUDSON BENJAMIN LENWARD,Democratic Party,Challenger,46692.0,2907.0,0.0,42440.0,9629.0,37063.0,0.0,735799.0,48.8,51.2,5.2,6.3,5.9,7.1,6.4,11.3,11.5,14.4,7.2,6.7,10.5,5.2,2.0,41.7,78.9,73.8,21.7,17.7,48.4,51.6,44.3,55.7,72.9,19.9,0.1,1.4,0.0,0.1,3.3,346891.0,0,0,1,0.0
1222,MA02,2014.0,DUBRULE DANIEL D,Republican Party,Challenger,251.0,251.0,0.0,0.0,12000.0,-11749.0,0.0,738642.0,48.7,51.3,5.4,5.7,6.1,8.2,8.6,12.1,12.2,15.5,6.9,5.7,7.5,3.9,2.1,38.2,78.8,72.5,16.8,13.6,48.0,52.0,43.0,57.0,79.4,4.6,0.2,5.2,0.0,0.1,9.0,296442.0,0,0,1,0.0
1223,NM03,2014.0,BYRD JEFFERSON LEE,Republican Party,Challenger,27564.93,23347.61,250.0,3967.32,18682.86,9113.72,0.0,693818.0,49.3,50.7,6.7,7.2,6.8,7.0,6.5,12.0,12.8,12.8,6.8,6.5,8.9,4.5,1.5,38.1,75.2,71.0,18.6,14.9,48.8,51.2,45.5,54.5,38.5,1.2,17.4,1.0,0.1,0.1,40.0,307388.0,0,0,1,0.0
1224,NV03,2014.0,KASSELA FRANK,Democratic Party,Challenger,33911.0,8911.0,0.0,25000.0,33911.0,0.0,0.0,720438.0,49.2,50.8,6.0,6.7,6.3,5.2,5.3,14.4,14.9,14.2,6.3,5.6,10.0,3.6,1.4,39.2,77.6,75.1,18.4,15.1,49.0,51.0,47.1,52.9,59.6,6.6,0.4,13.4,0.8,0.1,15.3,317356.0,0,0,1,0.0
1225,NC05,2014.0,BRANNON JOSHUA JOSH ETHAN,Democratic Party,Challenger,5325.0,5325.0,0.0,0.0,0.0,5325.0,0.0,745928.0,48.6,51.4,5.6,6.3,5.9,6.8,7.7,11.2,12.7,14.0,7.6,5.9,9.4,4.8,2.1,40.6,78.6,73.5,19.6,16.3,47.8,52.2,43.2,56.8,76.0,12.7,0.2,1.4,0.0,0.0,8.2,350580.0,0,0,1,0.0
1226,CA12,2014.0,STEGER MICHAEL G,Democratic Party,Challenger,31278.39,24741.39,6500.0,0.0,31242.46,35.93,925.0,734662.0,50.8,49.2,4.7,3.5,3.2,3.2,5.9,23.5,16.8,13.6,5.8,5.8,7.4,4.4,2.3,38.4,86.7,84.4,17.4,14.0,50.9,49.1,43.8,56.2,42.9,5.5,0.1,31.5,0.4,0.6,15.5,345956.0,0,0,1,0.0
1227,MO05,2014.0,HOLMES ERIC,Democratic Party,Challenger,8530.49,7330.99,0.0,1199.5,3437.5,4378.6,0.0,758911.0,48.7,51.3,7.0,6.1,6.5,5.7,7.0,15.2,12.3,13.8,6.6,5.8,7.7,4.2,2.0,36.8,76.7,73.3,17.1,14.0,48.1,51.9,42.2,57.8,65.5,21.3,0.3,1.5,0.3,0.3,8.4,355035.0,0,0,1,0.0
1228,CA15,2014.0,HOSTERMAN JENNIFER,Democratic Party,Challenger,2950.0,2950.0,0.0,0.0,3152.23,0.0,0.0,734837.0,48.8,51.2,6.7,7.0,6.6,6.3,5.9,13.4,14.9,14.8,6.8,5.6,7.0,3.3,1.7,37.9,75.7,72.4,15.5,12.0,48.5,51.5,43.4,56.6,35.3,5.6,0.3,29.7,1.0,0.2,23.8,249805.0,0,0,1,0.0
1229,MI08,2014.0,BISHOP MICHAEL D,Republican Party,Open,348667.91,249675.77,94850.14,4142.0,117594.41,231073.5,4142.0,713867.0,49.4,50.6,5.3,5.9,6.9,8.3,8.6,11.3,12.1,15.2,7.0,6.3,8.0,3.5,1.5,38.3,77.6,71.6,16.6,13.0,49.0,51.0,45.8,54.2,83.0,4.8,0.2,3.7,0.1,0.1,5.2,293616.0,0,0,1,0.0
1230,TX36,2014.0,RILEY ROBIN,Republican Party,Open,109515.68,15195.0,0.0,94320.68,109515.68,0.0,0.0,710008.0,49.8,50.2,6.4,7.3,6.6,6.8,6.5,13.3,12.9,14.2,6.9,5.7,8.0,3.8,1.6,37.7,75.3,71.4,16.6,13.4,49.5,50.5,46.4,53.6,64.5,8.6,0.3,1.6,0.1,0.1,23.2,291457.0,0,0,1,0.0
1231,PA13,2014.0,SAIDEL JONATHAN,Democratic Party,Open,7800.0,2800.0,5000.0,0.0,7800.0,0.0,0.0,710615.0,48.6,51.4,6.7,6.0,6.2,5.8,6.2,14.3,12.4,14.5,6.7,6.1,7.6,4.9,2.8,39.0,77.4,74.2,18.7,15.3,47.7,52.3,42.4,57.6,61.1,18.0,0.0,8.5,0.0,0.4,10.3,287116.0,0,0,1,0.0
1232,VA09,2014.0,GRIFFITH H MORGAN,Republican Party,Incumbent,746143.79,274799.26,462783.24,0.0,629318.43,241633.17,0.0,721531.0,49.4,50.6,5.0,5.0,5.5,6.9,8.7,11.1,11.8,13.7,7.4,6.8,10.5,5.4,2.3,41.9,81.2,75.6,22.2,18.1,49.0,51.0,44.1,55.9,89.7,5.2,0.1,1.2,0.0,0.2,2.2,340643.0,889987,1,0,3.0
1233,TN05,2014.0,CARTER CHRISTOPHER LYNN,Republican Party,Challenger,2899.0,135.0,0.0,2764.0,2764.0,135.0,0.0,739937.0,48.5,51.5,7.0,6.3,5.5,5.8,7.6,18.1,13.9,13.0,6.4,5.3,6.3,3.4,1.3,34.7,78.0,73.9,14.1,11.1,47.9,52.1,41.9,58.1,60.8,24.7,0.3,2.9,0.1,0.1,9.1,321833.0,0,0,1,0.0
1234,NJ04,2014.0,GANDOLFO ANGELA MARIE,Democratic Party,Challenger,3765.0,1582.0,0.0,433.0,1254.0,2510.0,1000.0,735064.0,48.6,51.4,5.9,6.7,7.3,6.6,5.8,10.6,11.1,15.3,6.7,6.0,9.2,5.5,3.3,42.3,75.7,72.2,21.6,18.0,47.4,52.6,41.6,58.4,78.3,6.0,0.0,4.2,0.0,0.2,10.1,294366.0,0,0,1,0.0
1235,CA16,2014.0,LEVEY MELVIN,Republican Party,Challenger,37858.0,27525.0,0.0,10025.0,37549.29,308.71,10070.0,715257.0,50.2,49.8,9.2,8.8,8.4,8.3,8.3,15.2,11.9,11.5,5.1,4.0,5.5,2.7,1.2,29.6,68.7,63.8,11.5,9.4,49.8,50.2,45.9,54.1,23.5,5.9,0.4,9.1,0.1,0.1,59.5,223069.0,0,0,1,0.0
1236,CT04,2014.0,HIGBLE CARLTON MILO IV,Republican Party,Challenger,47979.01,47979.01,0.0,0.0,36998.35,9521.7,0.0,735823.0,48.9,51.1,6.1,7.3,7.0,7.1,5.7,11.7,13.3,15.8,6.9,5.5,7.3,3.9,2.5,39.2,75.2,71.4,16.7,13.6,48.1,51.9,42.0,58.0,63.2,11.3,0.1,4.8,0.0,0.4,18.1,280825.0,0,0,1,0.0
1237,OR01,2014.0,MORGAN DELINDA,Republican Party,Challenger,17133.56,3293.0,0.0,2277.0,20019.88,836.0,0.0,796901.0,49.5,50.5,6.2,6.5,6.9,6.2,6.0,14.5,14.6,13.8,6.7,5.7,7.4,3.5,1.8,37.4,76.4,72.9,16.1,12.7,48.8,51.2,44.1,55.9,72.9,1.5,0.6,6.7,0.4,0.1,14.2,324356.0,0,0,1,0.0
1238,KY06,2014.0,COBLENZ MICHAEL,Democratic Party,Challenger,8206.0,7600.0,0.0,606.0,8004.0,0.0,0.0,744583.0,49.0,51.0,5.9,6.5,6.4,7.1,9.0,13.5,13.4,13.4,6.2,5.8,7.6,3.5,1.7,36.1,77.4,72.0,16.3,12.8,48.2,51.8,43.0,57.0,82.7,8.9,0.2,1.7,0.0,0.1,4.6,326547.0,0,0,1,0.0
1239,CA41,2014.0,GIRARD YVONNE TERRELL,Republican Party,Challenger,8005.0,220.0,0.0,7785.0,8001.24,0.0,0.0,734942.0,48.8,51.2,7.0,7.9,7.9,8.7,10.2,14.2,12.8,12.9,5.2,4.6,4.7,2.8,1.1,30.4,72.2,66.3,11.2,8.6,48.5,51.5,42.8,57.2,24.6,8.6,0.3,4.8,0.3,0.1,59.3,205948.0,0,0,1,0.0
1240,TX14,2014.0,BROWN DONALD GLENN JR,Democratic Party,Challenger,10509.56,7909.56,0.0,0.0,9732.61,990.52,0.0,716592.0,50.7,49.3,6.5,6.8,7.0,7.0,7.1,13.1,13.1,14.4,6.5,6.2,7.0,3.8,1.3,36.6,75.4,71.5,15.6,12.2,50.7,49.3,44.9,55.1,52.1,19.5,0.3,3.0,0.0,0.0,23.9,307142.0,0,0,1,0.0
1241,VA08,2014.0,LEVINE MARK HERBERT,Democratic Party,Open,490751.64,90001.64,0.0,400000.0,465310.48,25441.16,302000.0,774396.0,49.4,50.6,7.4,5.8,5.1,4.4,5.4,20.9,16.3,13.6,5.9,5.0,5.9,3.0,1.2,35.6,79.0,76.6,13.2,10.1,49.4,50.6,43.8,56.2,52.6,14.3,0.1,11.1,0.0,0.4,18.8,332960.0,0,0,1,0.0
1242,MO07,2014.0,EVANS JIM,Democratic Party,Challenger,68796.0,16282.0,0.0,56014.0,24431.94,44364.06,45000.0,759566.0,48.8,51.2,6.2,6.4,6.7,6.5,8.4,12.6,11.7,13.1,6.2,6.1,9.2,4.9,1.9,37.6,76.9,72.3,19.7,16.0,48.1,51.9,44.4,55.6,89.0,1.8,0.8,1.0,0.1,0.1,4.6,345022.0,0,0,1,0.0
1243,ME02,2014.0,JACKSON TROY,Democratic Party,Open,329503.03,264753.03,63750.0,1000.0,327423.57,2079.46,0.0,657588.0,49.2,50.8,5.0,5.2,5.8,6.3,6.1,11.1,11.6,15.1,8.2,7.4,10.4,5.7,2.1,44.1,80.2,76.0,22.4,18.1,48.5,51.5,46.1,53.9,94.4,0.5,0.8,0.7,0.0,0.0,1.3,373587.0,0,0,1,0.0
1244,AK01,2014.0,VONDERSAAR FRANK J,Democratic Party,Challenger,500.0,0.0,0.0,500.0,400.0,100.0,500.0,735132.0,52.6,47.4,7.4,6.9,7.2,7.2,8.3,15.5,12.2,13.8,7.2,5.4,5.9,2.3,0.8,33.1,74.4,69.5,11.9,8.9,52.8,47.2,49.8,50.2,62.5,3.3,13.9,5.6,1.2,0.1,6.6,307417.0,0,0,1,0.0
1245,NE02,2014.0,FREI DANIEL EDWARD,Republican Party,Challenger,51360.5,36360.5,0.0,15000.0,51359.73,0.49,0.0,634418.0,49.3,50.7,7.6,7.3,7.4,6.7,6.5,15.9,13.4,13.1,6.0,5.2,6.1,3.4,1.4,34.1,73.5,69.7,13.7,10.9,48.8,51.2,42.8,57.2,73.9,9.5,0.3,2.8,0.1,0.3,10.6,259627.0,0,0,1,0.0
1246,WV02,2014.0,MOONEY ALEXANDER XAVIER,Republican Party,Challenger,1025152.51,740943.73,278837.25,0.0,709591.3,352801.03,109789.0,626979.0,48.8,51.2,5.6,5.8,6.4,6.4,5.9,11.4,12.7,14.5,7.5,7.1,9.6,5.3,1.9,42.0,78.4,74.7,21.1,16.8,48.5,51.5,44.7,55.3,90.7,3.7,0.1,0.6,0.1,0.2,1.9,293831.0,2008180,1,0,0.0
1247,MN06,2014.0,GRAVES JAMES JOSEPH,Other,Open,232812.92,229363.36,1000.0,0.0,253646.42,7346.79,201797.92,675687.0,50.5,49.5,6.6,7.8,7.3,7.5,6.5,12.9,13.4,15.3,6.1,5.7,6.6,3.2,1.2,36.2,73.9,69.2,14.1,11.0,49.9,50.1,45.9,54.1,90.7,2.4,0.4,2.1,0.0,0.0,2.6,257930.0,0,0,1,0.0
1248,TX18,2014.0,DUHON MAURICE ,Other,Challenger,50.0,0.0,0.0,50.0,0.0,50.0,0.0,741385.0,49.9,50.1,8.5,7.7,6.4,6.9,8.0,17.6,13.7,12.2,5.9,4.5,5.3,2.2,1.1,32.0,73.4,68.7,11.1,8.5,49.7,50.3,42.1,57.9,17.2,37.0,0.0,3.7,0.1,0.2,40.4,293064.0,0,0,1,0.0
1249,IL08,2014.0,GOEL MANJU,Republican Party,Challenger,238499.0,205914.0,7575.0,25010.0,238499.0,0.0,0.0,715255.0,49.8,50.2,7.0,7.0,6.3,6.4,6.6,15.3,14.5,13.7,6.4,5.5,6.8,3.1,1.3,36.0,75.6,72.0,14.4,11.2,48.7,51.3,41.2,58.8,54.1,4.7,0.1,11.4,0.0,0.2,28.0,270600.0,0,0,1,0.0
1250,WA05,2014.0,WILSON DAVID J,Other,Challenger,25015.0,14015.0,0.0,11000.0,21249.87,7986.98,0.0,681812.0,49.8,50.2,5.8,6.1,6.3,7.3,8.6,13.2,11.6,12.8,6.8,6.5,8.6,4.6,2.0,37.5,78.1,72.2,18.8,15.1,49.5,50.5,44.9,55.1,84.7,1.7,1.3,2.5,0.3,0.0,6.2,296537.0,0,0,1,0.0
1251,PA16,2014.0,KITTAPPA RAJA,Democratic Party,Challenger,9827.0,9827.0,0.0,0.0,3753.3,6073.7,0.0,712447.0,48.8,51.2,6.6,7.2,7.0,7.1,7.0,12.1,12.2,14.0,6.3,5.8,7.7,4.8,2.3,37.7,75.1,70.4,18.3,14.8,48.3,51.7,44.1,55.9,73.4,5.8,0.1,1.8,0.0,0.2,17.3,277750.0,0,0,1,0.0
1252,UT02,2014.0,BARRON BILL,Other,Challenger,8998.62,8985.0,0.0,10.0,6402.0,5624.0,0.0,715552.0,50.4,49.6,8.0,7.9,8.0,7.5,8.4,15.1,12.5,10.2,5.1,5.1,6.8,3.8,1.6,31.9,71.5,66.6,15.0,12.2,50.2,49.8,47.0,53.0,77.7,1.1,1.1,2.1,1.7,0.2,14.3,274306.0,0,0,1,0.0
1253,CA31,2014.0,REYES ELOISE GOMEZ,Democratic Party,Open,1017044.81,819351.62,72401.54,110588.17,1006887.08,10157.73,132159.9,725024.0,49.8,50.2,7.9,7.4,7.8,8.0,8.5,14.9,13.6,12.3,5.5,4.7,5.5,2.7,1.2,31.8,72.4,67.1,11.9,9.4,49.2,50.8,44.8,55.2,28.5,10.4,0.2,7.1,0.2,0.3,51.6,229671.0,0,0,1,0.0
1254,MI12,2014.0,MULLINS RAYMOND GLENN,Democratic Party,Open,4984.21,4984.21,0.0,0.0,4791.32,192.89,0.0,711313.0,48.8,51.2,6.0,6.3,6.2,7.4,9.9,13.1,12.9,13.4,6.4,5.7,7.0,3.8,1.9,35.8,77.8,72.2,16.2,12.8,48.1,51.9,43.3,56.7,76.0,10.1,0.3,5.1,0.0,0.2,5.4,292753.0,0,0,1,0.0
1255,CA48,2014.0,LEECE WENDY BROOKS,Republican Party,Challenger,12082.0,5941.0,0.0,1806.0,12354.0,2.0,0.0,723140.0,49.6,50.4,5.2,5.7,6.2,5.8,6.8,13.6,14.5,14.9,6.9,5.7,8.5,4.4,1.9,40.3,79.0,75.6,17.9,14.8,49.2,50.8,43.4,56.6,55.8,1.0,0.2,18.8,0.4,0.1,21.0,282630.0,0,0,1,0.0
1256,CA01,2014.0,LEVINE DAN,Democratic Party,Challenger,1750.0,500.0,1000.0,250.0,1740.0,10.0,646.62,707992.0,50.6,49.4,5.0,5.9,5.7,6.5,7.9,11.2,10.5,13.3,7.8,7.2,10.7,5.6,2.6,42.4,79.6,75.2,23.0,18.9,49.9,50.1,46.5,53.5,78.1,1.4,1.3,2.6,0.2,0.0,12.9,320474.0,0,0,1,0.0
1257,FL18,2014.0,HIRES BEVERLY JOY,Republican Party,Challenger,67640.0,12640.0,0.0,55000.0,63914.19,3725.81,50000.0,705469.0,48.7,51.3,4.8,5.3,5.5,5.4,4.9,10.8,11.2,14.1,7.6,6.3,12.5,8.2,3.3,46.5,80.8,78.0,27.5,24.0,48.4,51.6,44.8,55.2,69.2,12.8,0.1,1.9,0.0,0.2,14.5,359631.0,0,0,1,0.0
1258,NH02,2014.0,OBRIEN WILLIAM L,Republican Party,Challenger,107094.48,41494.48,5600.0,60000.0,110736.34,-3641.86,15000.0,660986.0,49.1,50.9,5.0,5.6,6.1,7.0,6.5,11.0,12.1,16.5,7.8,6.7,8.9,4.9,1.9,42.7,79.6,75.0,19.6,15.7,48.9,51.1,45.2,54.8,91.3,0.9,0.2,2.4,0.0,0.3,3.1,303113.0,0,0,1,0.0
1259,NE01,2014.0,FORTENBERRY JEFFREY,Republican Party,Incumbent,594923.66,336871.69,250871.26,0.0,239773.89,1126096.54,0.0,628082.0,49.8,50.2,6.7,7.3,6.5,7.3,8.7,13.3,11.5,13.1,6.2,5.7,7.3,4.3,2.0,35.2,75.6,70.2,16.8,13.7,49.5,50.5,44.4,55.6,83.8,2.8,1.1,2.3,0.0,0.1,8.1,264656.0,396337,1,0,9.0
1260,AL06,2014.0,BEASON JASON SCOTT,Republican Party,Open,48130.0,39650.0,5000.0,3480.0,47713.18,2290.67,3480.0,697436.0,48.0,52.0,5.9,6.9,7.1,6.5,5.7,13.2,14.0,13.8,6.7,5.9,8.5,4.4,1.5,38.7,76.1,72.6,17.7,14.4,47.2,52.8,42.4,57.6,76.7,14.9,0.3,1.6,0.0,0.1,5.0,295253.0,0,0,1,0.0
1261,FL22,2014.0,RODGERS JEREMY M,Republican Party,Challenger,26560.0,1295.0,0.0,25265.0,265.0,26295.0,25000.0,734319.0,50.6,49.4,4.3,4.8,4.6,4.8,5.7,13.0,12.5,15.1,7.5,6.4,10.7,6.8,3.9,45.2,83.6,80.6,25.3,21.4,50.0,50.0,46.3,53.7,62.1,11.6,0.2,2.6,0.0,0.3,21.9,405408.0,0,0,1,0.0
1262,VA07,2014.0,TRAMMELL JOHN K,Democratic Party,Challenger,155003.13,154003.13,900.0,100.0,13803.78,141199.35,10832.35,760928.0,48.3,51.7,5.9,6.4,7.1,6.5,5.8,12.4,13.4,15.1,7.0,6.2,8.2,4.2,1.7,39.6,76.6,73.1,17.9,14.1,47.8,52.2,43.9,56.1,72.5,14.5,0.1,4.7,0.0,0.2,5.5,303821.0,0,0,1,0.0
1263,WA01,2014.0,MOATS EDWIN F,Republican Party,Challenger,7662.0,4794.0,0.0,2868.0,6256.97,537.03,1131.63,709693.0,49.9,50.1,6.6,6.4,7.0,6.0,6.0,13.1,14.8,15.4,6.6,5.9,7.4,3.3,1.4,38.4,75.9,72.6,15.4,12.1,49.7,50.3,46.6,53.4,74.7,1.1,1.0,9.9,0.2,0.1,9.6,282720.0,0,0,1,0.0
1264,NJ07,2014.0,LARSEN DAVID KENNY,Republican Party,Challenger,115683.51,38670.0,0.0,77013.51,115683.51,0.0,77013.51,748580.0,49.0,51.0,5.0,6.4,7.4,7.5,5.1,9.3,13.5,17.7,7.9,5.9,7.8,4.0,2.4,42.2,76.5,72.7,17.6,14.2,48.4,51.6,42.8,57.2,73.0,4.4,0.1,9.0,0.0,0.4,12.0,280740.0,0,0,1,0.0
1265,GA11,2014.0,PRIDEMORE TRICIA,Republican Party,Open,482208.66,306692.74,51300.0,124214.92,474795.27,7413.39,100000.0,730150.0,48.8,51.2,6.2,7.7,7.1,7.0,6.7,14.5,15.4,14.1,5.8,4.6,6.7,3.1,1.0,35.5,75.0,70.8,13.5,10.7,48.5,51.5,43.3,56.7,67.5,14.7,0.1,3.0,0.0,0.6,12.2,293311.0,0,0,1,0.0
1266,NY12,2014.0,DI IORIO NICHOLAS S,Republican Party,Challenger,41198.88,40975.0,0.0,100.0,33724.43,7474.45,3476.92,720538.0,45.3,54.7,4.4,2.8,2.6,3.6,7.1,27.1,15.6,11.4,5.1,5.7,7.9,4.3,2.3,36.2,88.5,85.4,17.6,14.5,45.0,55.0,41.8,58.2,65.5,4.9,0.1,13.0,0.2,0.3,13.6,419465.0,0,0,1,0.0
1267,SC01,2014.0,COLBERT BUSCH ELIZABETH,Democratic Party,Open,2161201.3,1855633.89,189902.23,9000.0,1898630.92,262570.38,0.0,715200.0,48.5,51.5,6.0,6.4,6.1,6.0,6.7,14.7,12.8,13.5,6.2,6.1,9.5,4.5,1.5,37.7,78.0,74.3,19.2,15.5,47.6,52.4,46.0,54.0,70.6,19.0,0.2,1.7,0.0,0.1,6.4,331860.0,0,0,1,0.0
1268,MO03,2014.0,LUETKEMEYER W BLAINE,Republican Party,Incumbent,841097.12,308749.0,530115.27,0.0,313212.98,995612.11,1050000.0,760643.0,49.6,50.4,6.1,7.3,6.6,6.5,6.5,13.0,12.2,15.1,7.0,5.6,8.4,4.2,1.5,38.3,75.8,72.2,17.4,14.1,49.1,50.9,44.5,55.5,91.7,3.1,0.2,0.9,0.1,0.0,2.4,331528.0,800888,1,0,5.0
1269,PA13,2014.0,COHEN MARK B,Democratic Party,Open,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,710615.0,48.6,51.4,6.7,6.0,6.2,5.8,6.2,14.3,12.4,14.5,6.7,6.1,7.6,4.9,2.8,39.0,77.4,74.2,18.7,15.3,47.7,52.3,42.4,57.6,61.1,18.0,0.0,8.5,0.0,0.4,10.3,287116.0,0,0,1,0.0
1270,SC01,2014.0,TURNER ROBERT E IV,Republican Party,Open,481009.84,162883.0,2500.0,314917.72,549486.59,-474.51,0.0,715200.0,48.5,51.5,6.0,6.4,6.1,6.0,6.7,14.7,12.8,13.5,6.2,6.1,9.5,4.5,1.5,37.7,78.0,74.3,19.2,15.5,47.6,52.4,46.0,54.0,70.6,19.0,0.2,1.7,0.0,0.1,6.4,331860.0,0,0,1,0.0
1271,GA12,2014.0,VANN DIANE ELIZABETH SWANSON,Republican Party,Challenger,23597.71,125.0,0.0,23472.71,23597.71,0.0,0.0,706182.0,49.6,50.4,6.6,6.7,6.9,7.8,8.4,13.5,12.2,13.4,6.8,5.1,7.4,3.8,1.3,35.1,75.8,70.4,15.4,12.6,49.0,51.0,42.7,57.3,55.5,35.2,0.2,1.6,0.1,0.1,5.7,293123.0,0,0,1,0.0
1272,PA12,2014.0,MCCLELLAND ERIN ROCHELE,Democratic Party,Challenger,244659.89,175377.85,52850.0,10732.04,198534.55,46125.34,58400.0,703938.0,48.5,51.5,5.1,5.8,5.6,5.8,4.8,11.6,11.6,15.0,8.6,6.6,9.9,6.5,3.0,44.7,79.6,76.6,23.2,19.3,48.0,52.0,42.5,57.5,92.5,2.9,0.0,1.7,0.0,0.1,1.3,321093.0,0,0,1,0.0
1273,PA06,2014.0,PARRISH MICHAEL D,Democratic Party,Open,150240.25,102790.25,12250.0,35200.0,147280.34,2959.91,11371.22,721522.0,48.8,51.2,5.9,6.3,7.0,6.7,6.2,11.5,12.7,15.3,6.7,6.3,8.4,4.6,2.4,40.6,76.7,72.6,19.1,15.4,48.1,51.9,43.2,56.8,84.0,4.0,0.1,3.7,0.0,0.1,6.3,283375.0,0,0,1,0.0
1274,NC02,2014.0,AIKEN CLAYTON CLAY,Democratic Party,Challenger,686813.01,589015.0,21000.0,0.0,477667.97,209145.04,76798.01,777683.0,49.1,50.9,7.2,7.5,7.3,6.4,6.6,13.3,13.8,13.6,6.3,5.1,7.7,3.8,1.6,36.0,74.0,70.3,16.0,13.1,48.4,51.6,44.1,55.9,65.1,15.6,0.8,3.4,0.0,0.3,11.9,321472.0,0,0,1,0.0
1275,OK05,2014.0,MCAFFREY AL,Democratic Party,Open,79970.09,78075.09,0.0,100.0,74228.49,5741.6,10247.15,785441.0,49.0,51.0,7.7,7.3,6.8,6.3,7.4,15.4,12.3,12.5,6.6,5.1,7.2,3.7,1.7,34.4,74.6,70.5,15.6,12.6,48.2,51.8,43.0,57.0,58.9,13.5,4.2,2.8,0.1,0.1,15.5,338112.0,0,0,1,0.0
1276,NY24,2014.0,ROSSI JANE,Republican Party,Challenger,300000.0,0.0,0.0,300000.0,300000.0,0.0,0.0,715192.0,49.0,51.0,5.7,5.7,6.5,7.3,7.3,12.4,11.4,15.0,7.4,6.0,8.2,4.8,2.2,39.6,78.2,73.0,18.8,15.2,48.4,51.6,43.4,56.6,82.6,7.9,0.4,2.5,0.0,0.2,4.1,312142.0,0,0,1,0.0
